product_id,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,product_age,transaction_month,age_band
72,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,2,11,young_adults
1,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,11,9,young_adults
52,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,6,8,young_adults
86,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,14,10,young_adults
84,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,25,12,young_adults
0,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,20,2,young_adults
22,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,Male,12,Telecommunications,High Net Worth,N,No,17.0,VIC,7,4,8,young_adults
1,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Female,88,Argiculture,Affluent Customer,N,Yes,13.0,NSW,11,5,2,old_adult
60,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Female,88,Argiculture,Affluent Customer,N,Yes,13.0,NSW,11,12,6,old_adult
8,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,Female,88,Argiculture,Affluent Customer,N,Yes,13.0,NSW,11,1,2,old_adult
1,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Female,88,Argiculture,Affluent Customer,N,Yes,13.0,NSW,11,26,1,old_adult
33,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,Female,88,Argiculture,Affluent Customer,N,Yes,13.0,NSW,11,7,5,old_adult
65,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Female,88,Argiculture,Affluent Customer,N,Yes,13.0,NSW,11,2,6,old_adult
82,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,2,11,old_adult
2,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,5,7,old_adult
12,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,13,4,old_adult
60,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,6,12,old_adult
83,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,4,9,old_adult
98,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,13,6,old_adult
97,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,1,9,old_adult
77,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,Male,99,Financial Services,Mass Customer,N,No,7.0,QLD,2,6,6,old_adult
23,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Male,84,Retail,Mass Customer,N,Yes,8.0,NSW,10,11,1,old_adult
12,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,Male,84,Retail,Mass Customer,N,Yes,8.0,NSW,10,23,6,old_adult
23,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Male,84,Retail,Mass Customer,N,Yes,8.0,NSW,10,18,4,old_adult
86,1.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,Male,84,Retail,Mass Customer,N,Yes,8.0,NSW,10,14,3,old_adult
2,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Male,84,Retail,Mass Customer,N,Yes,8.0,NSW,10,5,2,old_adult
64,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Male,84,Retail,Mass Customer,N,Yes,8.0,NSW,10,12,2,old_adult
16,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Female,19,Health,Mass Customer,N,No,7.0,NSW,10,23,7,old
69,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Female,19,Health,Mass Customer,N,No,7.0,NSW,10,25,8,old
36,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,Female,19,Health,Mass Customer,N,No,7.0,NSW,10,22,5,old
51,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Female,19,Health,Mass Customer,N,No,7.0,NSW,10,5,4,old
44,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Male,82,Health,Mass Customer,N,No,16.0,VIC,9,6,3,young_adults
23,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Male,82,Health,Mass Customer,N,No,16.0,VIC,9,24,3,young_adults
81,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Male,82,Health,Mass Customer,N,No,16.0,VIC,9,26,4,young_adults
88,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Male,25,other,Mass Customer,N,No,5.0,QLD,4,19,10,old_adult
85,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,Male,25,other,Mass Customer,N,No,5.0,QLD,4,2,11,old_adult
20,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,Male,25,other,Mass Customer,N,No,5.0,QLD,4,7,5,old_adult
77,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,Male,25,other,Mass Customer,N,No,5.0,QLD,4,6,12,old_adult
100,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,Male,25,other,Mass Customer,N,No,5.0,QLD,4,26,1,old_adult
43,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Male,25,other,Mass Customer,N,No,5.0,QLD,4,18,6,old_adult
30,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,Male,25,other,Mass Customer,N,No,5.0,QLD,4,26,8,old_adult
85,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,Male,63,Manufacturing,High Net Worth,N,No,8.0,VIC,1,17,10,old_adult
96,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,Male,63,Manufacturing,High Net Worth,N,No,8.0,VIC,1,4,12,old_adult
13,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Male,63,Manufacturing,High Net Worth,N,No,8.0,VIC,1,6,9,old_adult
0,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Male,63,Manufacturing,High Net Worth,N,No,8.0,VIC,1,8,8,old_adult
70,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,Male,63,Manufacturing,High Net Worth,N,No,8.0,VIC,1,26,4,old_adult
4,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,Male,63,Manufacturing,High Net Worth,N,No,8.0,VIC,1,19,7,old_adult
30,1.0,Approved,Solex,Standard,high,medium,748.17,448.9,Female,37,Manufacturing,Affluent Customer,N,No,5.0,NSW,9,26,12,young_adults
49,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,Female,37,Manufacturing,Affluent Customer,N,No,5.0,NSW,9,5,3,young_adults
16,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Female,37,Manufacturing,Affluent Customer,N,No,5.0,NSW,9,23,2,young_adults
92,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Female,37,Manufacturing,Affluent Customer,N,No,5.0,NSW,9,14,1,young_adults
90,1.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,Female,37,Manufacturing,Affluent Customer,N,No,5.0,NSW,9,12,1,young_adults
45,1.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,16,1,young
81,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,2,12,young
32,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,22,12,young
81,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,13,11,young
56,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,24,10,young
2,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,5,3,young
1,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Female,78,Health,Mass Customer,N,Yes,9.0,NSW,9,14,10,young
4,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,Female,66,other,Mass Customer,N,Yes,7.0,NSW,8,6,11,old_adult
39,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Female,66,other,Mass Customer,N,Yes,7.0,NSW,8,11,5,old_adult
14,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,Female,66,other,Mass Customer,N,Yes,7.0,NSW,8,12,11,old_adult
81,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,18,4,old_adult
0,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,24,2,old_adult
97,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,26,11,old_adult
0,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,13,8,old_adult
35,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,1,1,old_adult
77,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,6,6,old_adult
0,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,24,5,old_adult
87,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,7,8,old_adult
13,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Female,35,Financial Services,High Net Worth,N,No,18.0,QLD,7,6,4,old_adult
95,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Female,34,Property,High Net Worth,N,Yes,14.0,VIC,10,19,3,young_adults
64,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Female,34,Property,High Net Worth,N,Yes,14.0,VIC,10,7,3,young_adults
0,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,Female,34,Property,High Net Worth,N,Yes,14.0,VIC,10,26,7,young_adults
0,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,Female,34,Property,High Net Worth,N,Yes,14.0,VIC,10,26,3,young_adults
98,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,Female,34,Property,High Net Worth,N,Yes,14.0,VIC,10,26,4,young_adults
38,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Female,3,other,Affluent Customer,N,Yes,21.0,NSW,9,9,8,young_adults
48,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,Female,3,other,Affluent Customer,N,Yes,21.0,NSW,9,5,7,young_adults
50,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,Female,3,other,Affluent Customer,N,Yes,21.0,NSW,9,20,1,young_adults
77,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,Female,3,other,Affluent Customer,N,Yes,21.0,NSW,9,13,3,young_adults
97,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Female,3,other,Affluent Customer,N,Yes,21.0,NSW,9,1,10,young_adults
9,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Female,3,other,Affluent Customer,N,Yes,21.0,NSW,9,12,4,young_adults
57,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,2,7,young_adults
97,0.0,Approved,Solex,Standard,medium,large,202.62,151.96,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,1,4,young_adults
45,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,11,7,young_adults
92,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,17,5,young_adults
15,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,4,6,young_adults
28,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,1,8,young_adults
79,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,Male,37,Health,Mass Customer,N,Yes,12.0,VIC,7,20,7,young_adults
93,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,Female,93,Manufacturing,Mass Customer,N,Yes,16.0,QLD,8,14,2,young_adults
73,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,Female,93,Manufacturing,Mass Customer,N,Yes,16.0,QLD,8,17,6,young_adults
32,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,Female,93,Manufacturing,Mass Customer,N,Yes,16.0,QLD,8,23,3,young_adults
4,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,Female,93,Manufacturing,Mass Customer,N,Yes,16.0,QLD,8,13,9,young_adults
23,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Female,93,Manufacturing,Mass Customer,N,Yes,16.0,QLD,8,6,10,young_adults
69,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Female,93,Manufacturing,Mass Customer,N,Yes,16.0,QLD,8,22,6,young_adults
4,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,19,9,young_adults
64,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,6,4,young_adults
0,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,24,1,young_adults
25,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,5,11,young_adults
52,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,6,8,young_adults
0,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,1,5,young_adults
56,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,24,5,young_adults
41,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,12,2,young_adults
0,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,12,3,young_adults
23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,19,12,young_adults
100,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,14,3,young_adults
0,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,11,12,young_adults
30,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,Female,60,Health,High Net Worth,N,No,13.0,NSW,8,23,6,young_adults
56,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Female,67,Financial Services,Affluent Customer,N,Yes,10.0,NSW,2,19,8,old_adult
15,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,Female,67,Financial Services,Affluent Customer,N,Yes,10.0,NSW,2,21,3,old_adult
29,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,Female,67,Financial Services,Affluent Customer,N,Yes,10.0,NSW,2,18,4,old_adult
93,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,Female,67,Financial Services,Affluent Customer,N,Yes,10.0,NSW,2,14,12,old_adult
21,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Female,67,Financial Services,Affluent Customer,N,Yes,10.0,NSW,2,1,9,old_adult
6,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,Female,67,Financial Services,Affluent Customer,N,Yes,10.0,NSW,2,10,1,old_adult
32,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,Male,35,Health,Mass Customer,N,No,9.0,NSW,7,15,3,young_adults
39,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Male,35,Health,Mass Customer,N,No,9.0,NSW,7,7,9,young_adults
14,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,Male,35,Health,Mass Customer,N,No,9.0,NSW,7,14,2,young_adults
64,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Male,35,Health,Mass Customer,N,No,9.0,NSW,7,5,7,young_adults
9,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,Male,35,Health,Mass Customer,N,No,9.0,NSW,7,26,8,young_adults
2,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Female,69,Property,Mass Customer,N,Yes,14.0,VIC,11,6,6,old
1,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Female,69,Property,Mass Customer,N,Yes,14.0,VIC,11,1,11,old
25,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,Female,69,Property,Mass Customer,N,Yes,14.0,VIC,11,24,11,old
56,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Female,69,Property,Mass Customer,N,Yes,14.0,VIC,11,26,11,old
0,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,1,2,young
23,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,17,2,young
0,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,12,6,young
1,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,20,6,young
80,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,5,12,young
35,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,1,6,young
87,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,Female,17,Retail,High Net Worth,N,Yes,1.0,NSW,12,22,7,young
32,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,Male,93,Financial Services,Mass Customer,N,Yes,7.0,NSW,10,15,9,young
85,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,Male,93,Financial Services,Mass Customer,N,Yes,7.0,NSW,10,17,2,young
60,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Male,93,Financial Services,Mass Customer,N,Yes,7.0,NSW,10,12,5,young
43,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,Male,93,Financial Services,Mass Customer,N,Yes,7.0,NSW,10,11,3,young
51,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Male,93,Financial Services,Mass Customer,N,Yes,7.0,NSW,10,14,11,young
41,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,Male,93,Financial Services,Mass Customer,N,Yes,7.0,NSW,10,11,1,young
81,1.0,Cancelled,Norco Bicycles,Standard,medium,small,586.45,521.94,Female,17,Manufacturing,Affluent Customer,N,No,8.0,NSW,9,26,3,old
47,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,Female,17,Manufacturing,Affluent Customer,N,No,8.0,NSW,9,11,5,old
51,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,Female,17,Manufacturing,Affluent Customer,N,No,8.0,NSW,9,5,10,old
23,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,Female,17,Manufacturing,Affluent Customer,N,No,8.0,NSW,9,24,11,old
40,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,Female,44,Manufacturing,Affluent Customer,N,Yes,1.0,VIC,5,9,3,young
10,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,Female,44,Manufacturing,Affluent Customer,N,Yes,1.0,VIC,5,14,10,young
44,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Female,44,Manufacturing,Affluent Customer,N,Yes,1.0,VIC,5,16,1,young
52,0.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,Female,44,Manufacturing,Affluent Customer,N,Yes,1.0,VIC,5,24,4,young
78,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,Male,51,Property,Affluent Customer,N,No,15.0,NSW,9,13,2,old
80,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Male,51,Property,Affluent Customer,N,No,15.0,NSW,9,20,2,old
19,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,Male,51,Property,Affluent Customer,N,No,15.0,NSW,9,8,2,old
26,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,Male,51,Property,Affluent Customer,N,No,15.0,NSW,9,24,7,old
85,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,Male,51,Property,Affluent Customer,N,No,15.0,NSW,9,2,1,old
64,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Male,51,Property,Affluent Customer,N,No,15.0,NSW,9,5,7,old
16,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,Male,29,Entertainment,Affluent Customer,N,No,1.0,NSW,7,23,7,young
31,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Male,29,Entertainment,Affluent Customer,N,No,1.0,NSW,7,11,1,young
38,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,Male,29,Entertainment,Affluent Customer,N,No,1.0,NSW,7,6,2,young
88,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,Male,29,Entertainment,Affluent Customer,N,No,1.0,NSW,7,19,2,young
92,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Male,30,Argiculture,Affluent Customer,N,Yes,12.0,NSW,10,15,8,young_adults
100,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,Female,77,Manufacturing,Affluent Customer,N,No,8.0,QLD,8,26,3,young_adults
31,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,Female,77,Manufacturing,Affluent Customer,N,No,8.0,QLD,8,11,3,young_adults
5,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,Female,77,Manufacturing,Affluent Customer,N,No,8.0,QLD,8,6,3,young_adults
39,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,Female,77,Manufacturing,Affluent Customer,N,No,8.0,QLD,8,7,4,young_adults
65,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,Female,77,Manufacturing,Affluent Customer,N,No,8.0,QLD,8,2,12,young_adults
94,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,Female,77,Manufacturing,Affluent Customer,N,No,8.0,QLD,8,4,12,young_adults
95,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,14,1,old
21,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,6,2,old
57,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,6,5,old
44,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,10,2,old
60,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,12,8,old
76,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,13,3,old
78,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,13,8,old
6,0.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,10,9,old
21,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,24,1,old
64,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,Male,30,Manufacturing,Mass Customer,N,Yes,16.0,NSW,8,5,9,old
56,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,Male,45,Financial Services,Affluent Customer,N,Yes,14.0,NSW,8,26,1,young_adults
13,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,Male,45,Financial Services,Affluent Customer,N,Yes,14.0,NSW,8,1,3,young_adults
58,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,Male,45,Financial Services,Affluent Customer,N,Yes,14.0,NSW,8,24,5,young_adults
41,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,Male,45,Financial Services,Affluent Customer,N,Yes,14.0,NSW,8,6,4,young_adults
87,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,Female,76,Manufacturing,Mass Customer,N,No,18.0,NSW,10,20,11,old_adult
77,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,Female,76,Manufacturing,Mass Customer,N,No,18.0,NSW,10,6,6,old_adult
32,1.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,Female,76,Manufacturing,Mass Customer,N,No,18.0,NSW,10,15,3,old_adult
45,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,Female,76,Manufacturing,Mass Customer,N,No,18.0,NSW,10,24,3,old_adult
92,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,Female,76,Manufacturing,Mass Customer,N,No,18.0,NSW,10,14,2,old_adult
45,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,Female,26,Health,High Net Worth,N,Yes,19.0,QLD,5,13,4,old
84,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,Female,26,Health,High Net Worth,N,Yes,19.0,QLD,5,1,5,old
95,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,Female,26,Health,High Net Worth,N,Yes,19.0,QLD,5,13,11,old
